Date,Sales (Rmn),Volume,ford_figo_queries_rising,golf_6_gti_queries_rising,golf_7_gti_queries_rising,gwm_queries_rising,hyundai_i10_queries_rising,hyundai_i20_queries_rising,polo_vivo_queries_rising,toyota_corolla_for_sale_queries_rising,toyota_hilux_for_sale_queries_rising,webuycars_queries_rising,audi_queries_top,autotrader_queries_top,bmw_queries_top,car_queries_top,cars_queries_top,cars_for_sale_queries_top,ford_queries_top,honda_queries_top,hyundai_queries_top,kia_queries_top,mercedes_queries_top,mercedes_benz_queries_top,nissan_queries_top,opel_queries_top,polo_queries_top,suzuki_queries_top,toyota_queries_top,vw_queries_top,webuycars_queries_top,bmw_topics_rising,hyundai_i20_topics_rising,toyota_fortuner_topics_rising,volkswagen_tiguan_topics_rising,audi_topics_top,bmw_topics_top,car_topics_top,ford_topics_top,mercedes_topics_top,toyota_topics_top,volkswagen_topics_top,volkwagen_polo_topics_top,COVID_dummy
2014-09-30,57250.0,60781.0,24,41,25,22,55,41,35,64,33,3,69,59,64,56,73,57,56,43,47,55,71,8,74,42,51,49,69,67,2,64,41,32,37,69,64,56,56,71,69,33,0,0
2014-10-31,60464.0,59336.0,28,46,26,25,55,39,32,58,34,3,68,56,62,58,73,63,62,44,49,49,68,10,80,43,47,55,70,65,2,62,39,35,30,68,62,58,62,68,70,33,0,0
2014-11-30,56895.0,51055.0,34,48,31,25,60,43,33,69,37,2,70,57,63,59,77,64,66,47,50,55,72,10,74,47,49,66,75,72,2,63,43,35,22,70,63,59,66,72,75,33,0,0
2014-12-31,54569.0,51421.0,28,47,30,26,60,49,30,62,36,2,72,49,65,63,77,64,67,47,53,59,64,11,65,59,51,61,72,72,2,65,49,37,25,72,65,63,67,64,72,37,0,0
2015-01-31,53175.0,52228.0,33,55,34,31,68,61,37,68,42,3,79,64,68,62,87,69,78,48,62,59,76,11,76,53,58,61,78,74,3,68,61,45,26,79,68,62,78,76,78,41,0,0
2015-02-28,53015.0,52385.0,32,46,28,25,64,100,34,63,38,2,75,58,61,58,81,68,71,48,66,59,73,10,77,53,55,59,72,79,3,61,100,33,30,75,61,58,71,73,72,50,0,0
2015-03-31,58981.0,55389.0,46,43,28,25,61,86,36,72,37,0,77,60,73,60,85,68,78,44,63,56,80,10,80,50,55,65,72,76,3,73,86,36,29,77,73,60,78,80,72,43,0,0
2015-04-30,52368.0,44469.0,33,48,29,26,57,64,34,69,41,2,75,58,64,60,82,69,70,41,55,56,80,10,67,49,60,64,72,78,3,64,64,42,33,75,64,60,70,80,72,40,0,0
2015-05-31,54430.0,47832.0,37,52,31,26,63,64,34,65,47,0,73,59,62,60,79,65,74,41,55,51,74,11,76,50,58,63,75,73,3,62,64,41,32,73,62,60,74,74,75,39,0,0
2015-06-30,56702.0,50260.0,37,47,36,28,58,60,35,74,40,0,79,64,73,61,82,72,75,41,56,57,83,12,82,53,56,65,78,72,3,73,60,41,33,79,73,61,75,83,78,39,0,0
2015-07-31,60047.0,54072.0,32,42,32,25,58,56,39,75,45,1,78,54,65,63,82,67,71,43,54,57,78,10,83,48,60,62,81,73,3,65,56,70,37,78,65,63,71,78,81,37,0,0
2015-08-31,55466.0,50985.0,30,43,31,27,51,56,36,76,43,1,70,54,61,60,82,68,70,40,50,53,82,11,77,47,58,65,74,70,3,61,56,46,34,70,61,60,70,82,74,38,0,0
2015-09-30,57240.0,55303.0,35,48,30,24,53,54,52,75,41,1,74,51,65,62,83,74,70,45,50,58,83,15,74,48,64,64,75,77,3,65,54,52,44,74,65,62,70,83,75,45,0,0
2015-10-31,57961.0,54239.0,40,45,29,23,52,55,39,77,44,1,66,48,67,62,82,70,76,43,51,55,83,14,76,48,60,63,75,71,3,67,55,42,28,66,67,62,76,83,75,37,0,0
2015-11-30,57840.0,51338.0,41,47,34,21,57,65,43,79,43,1,70,49,65,63,86,73,76,43,55,51,82,14,77,49,62,67,81,74,3,65,65,42,35,70,65,63,76,82,81,40,0,0
2015-12-31,54959.0,49158.0,37,54,36,22,52,60,39,79,45,1,76,45,65,65,87,69,73,43,51,50,85,15,76,50,60,73,82,74,3,65,60,48,32,76,65,65,73,85,82,35,0,0
2016-01-31,51667.0,48514.0,36,56,39,19,55,65,41,94,54,0,76,44,70,63,93,85,72,43,54,50,79,14,78,48,66,74,88,77,3,70,65,41,21,76,70,63,72,79,88,34,0,0
2016-02-29,56445.0,48144.0,34,49,35,17,47,62,37,80,48,1,77,41,68,62,86,70,69,39,48,50,81,14,78,46,58,70,87,72,3,68,62,44,27,77,68,62,69,81,87,33,0,0
2016-03-31,56676.0,47514.0,29,48,33,18,49,53,38,80,50,1,75,36,65,62,87,78,66,38,57,49,82,15,76,46,60,73,87,70,3,65,53,66,30,75,65,62,66,82,87,33,0,0
2016-04-30,56317.0,49808.916666666664,34,50,34,18,52,57,37,88,54,1,76,33,65,60,89,84,68,38,51,46,76,15,77,46,57,67,85,70,3,65,57,86,24,76,65,60,68,76,85,32,0,0
2016-05-31,58269.0,42912.0,33,50,36,18,51,56,43,93,53,1,71,35,69,60,86,73,67,37,52,47,78,16,77,48,61,63,85,73,3,69,56,53,25,71,69,60,67,78,85,36,0,0
2016-06-30,56749.0,44932.0,32,53,37,22,53,55,39,96,57,2,74,35,66,64,89,79,70,39,54,46,82,16,80,51,60,65,88,78,3,66,55,51,25,74,66,64,70,82,88,33,0,0
2016-07-31,59340.0,44870.0,29,50,37,21,57,65,41,92,52,2,79,37,67,63,85,74,70,38,60,51,85,16,81,47,60,67,84,73,4,67,65,49,20,79,67,63,70,85,84,30,0,0
2016-08-31,57614.0,46118.0,29,49,31,16,52,57,39,89,51,2,72,37,63,56,84,76,62,36,57,45,80,16,73,44,59,62,81,68,4,63,57,43,28,72,63,56,62,80,81,31,0,0
2016-09-30,57301.0,47357.0,35,50,35,19,59,64,40,90,50,2,78,35,65,63,88,73,66,37,57,60,89,18,79,49,67,69,83,75,4,65,64,42,37,78,65,63,66,89,83,35,0,0
2016-10-31,58058.0,48782.0,31,49,34,20,61,55,41,89,56,1,76,34,58,63,87,85,67,38,55,54,99,20,78,47,64,66,80,78,4,58,55,49,100,76,58,63,67,99,80,34,0,0
2016-11-30,60459.0,46397.0,30,43,37,20,59,53,40,89,51,1,71,34,63,62,88,77,67,37,54,46,89,19,77,46,58,67,79,74,4,63,53,41,59,71,63,62,67,89,79,33,0,0
2016-12-31,56276.0,41644.0,33,51,39,17,60,54,38,85,47,2,80,31,65,64,84,71,70,38,53,46,88,18,71,49,63,66,76,74,4,65,54,44,37,80,65,64,70,88,76,31,0,0
2017-01-31,55612.0,50386.0,37,51,40,18,68,76,42,85,56,2,84,40,65,66,93,96,100,41,66,58,87,18,78,48,68,75,82,77,5,65,76,44,42,84,65,66,100,87,82,36,0,0
2017-02-28,57296.0,48201.0,27,44,36,22,62,65,41,85,51,1,73,30,60,64,86,87,67,36,57,50,78,17,78,43,63,68,82,70,5,60,65,45,49,73,60,64,67,78,82,33,0,0
2017-03-31,57984.416666666664,48698.0,34,41,33,22,60,64,42,81,50,2,78,34,64,60,85,82,66,40,63,50,78,17,79,46,67,68,91,70,5,64,64,43,44,78,64,60,66,78,91,32,0,0
2017-04-30,57654.166666666664,45436.333333333336,29,47,34,23,54,63,38,78,48,1,73,32,57,58,81,72,63,36,55,46,73,16,76,45,61,63,77,70,4,57,63,37,43,73,57,58,63,73,77,31,0,0
2017-05-31,60035.0,41962.0,28,44,34,21,57,60,39,87,47,2,73,32,60,58,82,77,64,37,54,46,74,17,74,45,69,65,78,71,5,60,60,40,29,73,60,58,64,74,78,31,0,0
2017-06-30,59045.0,45332.0,36,42,33,23,58,65,41,97,50,2,74,34,61,60,89,94,67,36,65,60,77,17,76,45,67,72,85,71,6,61,65,42,40,74,61,60,67,77,85,34,0,0
2017-07-31,58528.0,46671.0,30,44,32,27,67,60,43,91,58,2,76,34,62,61,89,88,67,37,69,56,87,18,78,46,67,69,85,76,7,62,60,42,40,76,62,61,67,87,85,33,0,0
2017-08-31,60208.0,49198.0,29,44,28,24,62,60,38,80,54,2,72,36,57,57,84,85,66,37,63,52,80,18,72,45,62,66,79,69,7,57,60,41,39,72,57,57,66,80,79,31,0,0
2017-09-30,59654.0,50644.0,30,39,28,26,54,53,38,82,53,2,75,34,62,55,86,83,65,39,62,50,77,16,77,47,64,62,77,68,7,62,53,51,40,75,62,55,65,77,77,32,0,0
2017-10-31,63342.0,51022.0,32,41,31,23,58,66,42,91,57,6,74,37,60,62,85,87,69,39,66,57,80,17,79,44,67,64,81,68,7,60,66,47,35,74,60,62,69,80,81,32,0,0
2017-11-30,65159.0,49751.0,30,41,29,24,58,66,40,84,58,8,71,33,56,60,81,86,65,36,68,57,72,17,77,46,65,63,80,67,6,56,66,49,38,71,56,60,65,72,80,32,0,0
2017-12-31,59591.0,40751.0,32,40,29,23,58,64,42,85,53,4,74,31,60,61,82,92,66,36,62,52,76,18,78,42,62,68,78,69,7,60,64,47,42,74,60,61,66,76,78,29,0,0
2018-01-31,59276.0,45772.0,35,42,30,26,99,74,57,96,63,3,76,39,60,59,89,97,68,37,76,55,76,17,78,45,78,70,86,73,10,60,74,50,44,76,60,59,68,76,86,36,0,0
2018-02-28,59585.0,46267.0,32,43,28,23,96,72,85,90,55,3,72,35,57,58,87,90,68,37,74,55,74,16,80,41,100,72,82,74,9,57,72,44,33,72,57,58,68,74,82,32,0,0
2018-03-31,60165.5,49233.0,32,38,29,23,83,65,61,84,57,6,74,32,61,61,86,97,64,38,68,56,80,16,80,41,76,71,82,67,8,61,65,44,37,74,61,61,64,80,82,31,0,0
2018-04-30,60424.583333333336,46094.25,31,36,29,23,77,70,57,89,59,9,69,30,57,60,85,89,61,37,72,58,76,15,81,45,69,63,77,67,9,57,70,44,46,69,57,60,61,76,77,30,0,0
2018-05-31,62650.0,42950.0,30,42,28,26,87,79,54,94,65,10,74,31,61,62,84,97,68,38,75,58,89,21,82,44,69,66,85,68,11,61,79,47,57,74,61,62,68,89,85,31,0,0
2018-06-30,61754.0,46663.0,31,38,29,23,80,80,54,92,65,14,78,31,61,61,82,89,65,39,75,54,84,21,83,45,72,68,85,70,13,61,80,53,50,78,61,61,65,84,85,34,0,0
2018-07-31,63036.0,47856.0,35,39,28,22,87,87,51,87,64,18,73,37,55,61,84,93,67,40,79,57,83,18,86,42,67,72,98,70,13,55,87,54,52,73,55,61,67,83,98,34,0,0
2018-08-31,64364.0,47977.0,33,36,27,23,100,72,48,97,58,16,72,33,58,60,85,91,67,37,74,48,81,18,80,45,65,69,88,65,14,58,72,46,49,72,58,60,67,81,88,31,0,0
2018-09-30,60832.0,49630.0,30,38,28,21,78,67,44,88,58,17,65,32,57,59,79,90,63,41,67,52,82,18,79,40,65,62,81,62,14,57,67,45,30,65,57,59,63,82,81,29,0,0
2018-10-31,67502.0,51856.0,34,42,29,25,81,75,49,92,59,20,70,33,57,58,82,88,64,39,77,54,75,17,81,37,68,65,85,65,16,57,75,45,48,70,57,58,64,75,85,31,0,0
2018-11-30,67515.0,47478.0,33,34,28,22,82,71,47,91,61,21,73,30,58,58,83,91,64,42,80,58,77,18,81,40,69,64,81,68,18,58,71,45,56,73,58,58,64,77,81,33,0,0
2018-12-31,57528.0,46019.166666666664,31,42,31,20,68,69,45,90,57,22,73,28,59,62,78,84,62,35,70,54,76,18,75,41,66,65,80,65,18,59,69,47,49,73,59,62,62,76,80,31,0,0
2019-01-31,60170.0,42355.0,40,42,29,21,79,76,51,93,68,31,71,45,61,63,94,98,68,39,78,57,80,19,82,42,73,79,91,70,27,61,76,47,56,71,61,63,68,80,91,35,0,0
2019-02-28,58512.0,43228.0,34,36,27,21,80,74,49,94,62,31,69,50,59,62,88,87,65,35,69,55,81,19,81,40,67,67,90,64,27,59,74,44,58,69,59,62,65,81,90,31,0,0
2019-03-31,62183.0,47687.0,32,40,31,20,74,68,47,94,67,33,68,40,61,61,89,95,63,39,70,54,76,19,81,40,67,63,86,62,28,61,68,41,54,68,61,61,63,76,86,33,0,0
2019-04-30,61440.0,36787.0,36,39,29,30,74,73,47,88,60,39,70,37,59,61,89,92,70,36,74,53,73,18,78,43,69,60,84,68,30,59,73,43,46,70,59,61,70,73,84,32,0,0
2019-05-31,63524.0,40428.0,35,39,30,19,78,69,49,97,63,40,78,34,59,63,91,96,68,35,70,54,78,19,77,41,67,68,83,66,32,59,69,47,45,78,59,63,68,78,83,31,0,0
2019-06-30,60622.0,45953.0,32,40,28,20,81,66,52,100,68,44,76,31,63,63,93,98,62,35,73,63,77,18,81,38,69,62,88,65,35,63,66,45,67,76,63,63,62,77,88,34,0,0
2019-07-31,66234.0,46042.0,38,38,30,21,74,73,50,96,72,44,72,37,60,62,93,98,62,36,73,52,78,18,82,40,68,70,90,72,37,60,73,43,52,72,60,62,62,78,90,33,0,0
2019-08-31,65300.0,45484.0,34,37,31,23,71,67,48,91,69,41,78,36,66,61,91,93,63,35,67,52,78,17,78,38,67,74,87,65,37,66,67,41,50,78,66,61,63,78,87,32,0,0
2019-09-30,60866.0,49140.0,30,37,33,21,70,68,46,91,64,46,72,36,100,60,89,94,61,35,70,51,80,16,76,37,66,69,82,71,38,100,68,46,48,72,100,60,61,80,82,36,0,0
2019-10-31,67004.0,51968.0,35,35,34,19,68,74,50,86,67,46,70,33,57,60,89,90,60,34,92,54,78,17,74,35,68,61,80,72,39,57,74,46,44,70,57,60,60,78,80,37,0,0
2019-11-30,64720.0,44670.0,36,38,30,18,71,67,45,85,71,44,73,37,57,63,90,97,62,34,81,60,75,16,72,36,66,57,80,68,42,57,67,39,44,73,57,63,62,75,80,33,0,0
2019-12-31,58911.0,41689.0,33,38,29,17,68,71,49,83,66,45,70,34,57,67,90,91,64,32,79,55,80,18,74,45,68,60,77,68,41,57,71,46,43,70,57,67,64,80,77,32,0,0
2020-01-31,60926.0,40413.0,36,40,31,20,82,72,51,98,79,51,75,41,56,62,100,100,66,35,82,69,79,18,82,39,69,62,82,68,51,56,72,50,65,75,56,62,66,79,82,35,0,0
2020-02-29,61331.0,43296.0,32,38,31,19,72,77,46,85,72,52,71,40,56,60,94,92,59,35,84,59,73,17,77,37,65,56,78,62,46,56,77,43,57,71,56,60,59,73,78,34,0,0
2020-03-31,61914.583333333336,33546.0,25,33,28,15,59,57,40,82,65,44,62,33,49,54,81,80,52,30,62,44,63,18,63,33,59,51,71,55,39,49,57,36,45,62,49,54,52,63,71,26,0,0
2020-04-30,57656.583333333336,40266.916666666664,17,36,32,21,32,38,32,79,60,27,51,30,46,48,69,79,41,25,35,31,60,20,43,25,48,43,57,46,23,46,38,31,28,51,46,48,41,60,57,16,0,1
2020-05-31,54998.916666666664,37975.583333333336,24,37,35,14,52,54,45,99,78,42,64,37,53,57,82,86,51,27,54,40,69,23,63,34,64,47,72,60,36,53,54,33,26,64,53,57,51,69,72,23,0,1
2020-06-30,52487.0,31643.0,30,35,33,18,60,65,48,99,92,54,67,42,56,63,91,97,58,31,68,52,75,27,72,36,66,67,80,63,44,56,65,47,39,67,56,63,58,75,80,30,0,1
2020-07-31,56835.0,32405.0,33,37,31,16,65,63,48,96,100,54,61,42,54,59,97,100,59,33,67,50,75,28,73,36,66,61,83,62,49,54,63,43,45,61,54,59,59,75,83,29,0,1
2020-08-31,57428.0,33259.0,28,36,30,17,59,63,49,90,88,57,65,42,54,64,93,89,58,33,64,53,74,30,70,37,67,63,84,61,52,54,63,47,46,65,54,64,58,74,84,29,0,1
2020-09-30,60350.0,37237.0,29,32,32,19,60,61,45,80,92,51,68,44,53,63,90,85,59,32,69,50,76,29,75,35,63,57,83,60,48,53,61,49,48,68,53,63,59,76,83,29,0,1
2020-10-31,61553.0,38694.0,34,30,28,26,65,69,47,79,88,50,66,42,53,64,84,85,58,30,74,54,72,28,75,32,64,57,84,60,46,53,69,50,50,66,53,64,58,72,84,28,0,1
2020-11-30,61056.0,39015.0,29,30,29,21,69,65,42,72,89,46,61,39,49,57,82,78,56,30,66,50,71,29,69,32,63,52,81,56,43,49,65,55,43,61,49,57,56,71,81,27,0,1
2020-12-31,57960.0,37250.0,34,31,28,33,64,63,44,72,82,42,66,40,51,61,79,75,60,30,66,48,75,29,69,35,65,55,82,55,43,51,63,49,41,66,51,61,60,75,82,27,0,1
2021-01-31,54586.0,34639.0,29,36,32,31,69,67,48,82,98,50,66,46,56,62,94,85,60,34,67,69,74,29,71,35,69,56,88,60,49,56,67,48,45,66,56,62,60,74,88,29,0,1
2021-02-28,58448.0,37369.0,35,34,31,44,71,71,46,84,93,51,68,42,52,60,86,81,61,32,71,57,73,28,78,36,67,59,85,57,50,52,71,48,50,68,52,60,61,73,85,29,0,1
2021-03-31,64931.0,43423.0,31,32,30,45,64,72,44,78,87,52,63,43,50,57,86,78,58,31,71,59,69,28,73,35,66,55,96,59,49,50,72,46,41,63,50,57,58,69,96,29,0,1
2021-04-30,61323.0,35591.0,30,32,32,38,77,70,44,76,84,52,64,43,50,77,88,79,62,31,78,66,71,30,81,36,66,62,88,60,51,50,70,44,49,64,50,77,62,71,88,30,0,1
2021-05-31,63273.0,38358.0,25,28,25,43,72,83,41,78,77,53,63,45,49,58,87,75,53,29,71,70,69,29,78,35,62,56,82,54,55,49,83,44,43,63,49,58,53,69,82,27,0,1
2021-06-30,61258.0,38131.0,26,30,26,38,84,80,43,73,82,60,60,45,50,59,85,75,54,29,71,65,68,30,79,34,63,56,83,55,60,50,80,40,51,60,50,59,54,68,83,28,0,1
2021-07-31,57590.0,33312.0,25,29,28,36,67,69,42,74,80,63,58,45,49,57,83,71,51,28,65,61,67,29,76,34,65,58,79,55,66,49,69,36,33,58,49,57,51,67,79,28,0,1
2021-08-31,64198.0,41533.0,27,26,30,43,67,67,42,75,85,58,61,41,46,56,85,73,50,29,66,56,63,27,75,32,61,54,81,54,61,46,67,40,41,61,46,56,50,63,81,26,0,1
2021-09-30,66096.0,43147.0,24,26,25,40,61,65,44,79,77,58,55,40,46,58,88,73,48,30,62,53,65,27,76,32,63,51,82,52,60,46,65,45,43,55,46,58,48,65,82,27,0,1
2021-10-31,66984.0,41041.0,26,26,25,39,63,65,42,81,76,67,56,41,46,57,86,70,50,27,68,53,64,30,73,32,61,51,85,52,61,46,65,42,39,56,46,57,50,64,85,26,0,1
2021-11-30,71118.0,41588.0,25,25,25,41,66,64,41,80,72,62,55,42,45,58,84,71,53,28,73,55,68,30,74,33,60,50,85,52,65,45,64,38,46,55,45,58,53,68,85,25,0,1
2021-12-31,65864.0,35944.0,27,24,24,41,61,61,44,80,72,67,57,44,48,60,85,71,51,27,71,50,69,30,71,32,67,54,85,56,66,48,61,42,38,57,48,60,51,69,85,26,0,1
2022-01-31,66628.0,41382.0,33,28,26,51,84,83,49,95,86,84,64,49,53,66,100,81,56,30,85,79,70,32,82,31,75,56,100,61,74,53,83,48,45,64,53,66,56,70,100,29,0,1
2022-02-28,68496.0,44229.0,30,24,24,44,78,69,45,96,78,80,57,47,48,61,97,78,55,31,75,73,68,31,74,31,69,57,94,58,77,48,69,44,41,57,48,61,55,68,94,28,0,1
2022-03-31,65597.08333333333,40405.25,31,25,27,40,80,73,47,82,76,80,61,44,46,61,93,77,53,35,85,70,73,32,78,36,71,59,94,56,82,46,73,46,54,61,46,61,53,73,94,29,0,1
2022-04-30,68870.0,37107.0,28,23,25,37,76,69,45,82,74,77,57,43,45,58,90,71,49,32,75,69,66,32,71,32,66,54,87,52,78,45,69,43,40,57,45,58,49,66,87,26,0,1
2022-05-31,74310.0,39177.0,28,22,22,35,73,65,46,81,74,83,54,43,47,57,90,67,52,30,72,64,65,32,71,31,68,51,81,52,81,47,65,41,39,54,47,57,52,65,81,26,0,1
2022-06-30,71511.0,41019.0,30,22,24,33,78,70,52,79,72,92,54,46,47,61,96,72,52,30,75,64,66,32,71,32,65,51,87,56,87,47,70,41,38,54,47,61,52,66,87,28,0,1
2022-07-31,76029.0,43593.0,29,24,25,32,71,70,44,70,68,85,58,47,48,64,91,70,52,31,72,66,62,30,69,32,65,50,88,56,84,48,70,40,41,58,48,64,52,62,88,27,0,1
2022-08-31,80009.0,47346.0,27,23,24,29,65,62,41,72,62,89,55,43,43,57,95,63,50,29,69,60,61,30,67,29,60,46,77,53,82,43,62,40,40,55,43,57,50,61,77,25,0,1
2022-09-30,80807.0,47786.0,25,21,24,29,67,57,41,64,66,89,56,43,46,57,85,60,48,30,64,59,61,29,68,33,62,44,78,53,79,46,57,38,32,56,46,57,48,61,78,25,0,1
2022-10-31,78863.0,45981.0,23,20,23,29,66,61,39,68,57,84,55,42,45,58,88,64,49,27,64,63,63,30,67,29,59,47,77,51,84,45,61,37,36,55,45,58,49,63,77,27,0,1
2022-11-30,82010.0,49698.0,26,22,22,25,70,58,41,54,56,84,50,42,42,55,84,60,46,28,60,60,58,28,63,27,60,44,75,48,78,42,58,37,37,50,42,55,46,58,75,24,0,1
2022-12-31,76857.0,41723.0,25,22,21,29,65,66,43,63,56,89,54,42,45,60,85,58,52,28,64,63,60,28,66,31,62,44,77,50,77,45,66,37,33,54,45,60,52,60,77,24,0,1
2023-01-31,72566.0,44082.0,28,23,24,34,82,71,44,68,63,96,54,47,46,61,96,64,53,26,70,68,61,30,68,29,64,49,87,53,100,46,71,41,36,54,46,61,53,61,87,26,0,1
2023-02-28,73970.0,45198.0,25,19,22,34,66,62,41,62,57,100,49,45,41,55,88,61,52,25,66,61,62,27,65,29,56,44,84,49,87,41,62,37,44,49,41,55,52,62,84,24,0,1
2023-03-31,79618.0,50114.0,26,21,24,32,69,59,41,63,58,93,48,43,42,60,87,61,51,26,63,60,59,27,63,29,58,44,78,49,83,42,59,46,35,48,42,60,51,59,78,24,0,1
2023-04-30,71017.0,37358.0,23,23,23,29,70,59,41,62,56,90,49,42,44,54,85,56,51,26,61,59,58,27,63,28,58,42,76,50,83,44,59,41,29,49,44,54,51,58,76,23,0,1
2023-05-31,79567.0,43242.0,26,21,22,32,73,59,39,60,55,91,46,42,44,55,84,55,49,25,60,57,54,27,64,30,58,43,79,49,83,44,59,39,35,46,44,55,49,54,79,23,0,1
2023-06-30,78256.0,46603.0,27,22,25,30,73,58,47,61,58,85,49,42,43,58,90,59,48,25,61,58,59,29,69,29,59,44,77,50,83,43,58,40,37,49,43,58,48,59,77,24,0,1
2023-07-31,78104.0,43572.0,28,21,23,30,84,63,51,62,57,93,51,43,48,66,91,61,50,26,65,62,64,31,65,30,63,44,83,50,88,48,63,42,39,51,48,66,50,64,83,25,0,1
2023-08-31,79886.0,45854.0,23,20,21,29,79,57,41,59,50,79,47,39,43,58,79,54,47,25,61,61,57,28,59,27,57,41,75,44,78,43,57,37,33,47,43,58,47,57,75,22,0,1
2023-09-30,79214.0,45970.0,23,19,22,35,70,55,40,56,51,82,46,38,43,57,78,53,47,25,58,48,56,27,61,27,55,39,74,46,74,43,55,37,36,46,43,57,47,56,74,23,100,1
2023-10-31,83158.0,45418.0,22,20,22,30,72,58,39,57,49,76,48,38,42,53,80,55,46,23,60,53,54,27,60,24,55,39,72,47,76,42,58,42,29,48,42,53,46,54,72,22,0,1
2023-11-30,83897.0,44927.0,25,21,24,31,80,64,43,56,51,93,48,38,42,58,84,56,48,24,59,58,58,28,65,27,64,40,75,48,82,42,64,39,42,48,42,58,48,58,75,24,0,1
2023-12-31,78120.0,40262.0,25,23,23,29,77,65,44,56,46,99,51,40,47,63,80,49,52,26,62,54,59,26,64,27,65,44,77,48,77,47,65,48,30,51,47,63,52,59,77,24,0,1
2024-01-31,78149.0,42023.0,27,22,24,34,84,68,46,57,57,95,52,42,46,64,89,56,50,26,68,60,63,33,67,27,67,45,84,49,84,46,68,45,33,52,46,64,50,63,84,26,0,1
2024-02-29,79055.0,44723.0,23,18,20,36,74,63,43,50,42,84,49,38,45,56,76,42,46,27,60,55,56,28,62,28,61,41,76,49,74,45,63,34,36,49,45,56,46,56,76,26,0,1
2024-03-31,75862.0,43989.0,24,20,21,35,70,60,42,51,41,86,48,37,44,57,76,42,48,25,58,51,56,29,59,27,61,44,74,46,73,44,60,34,40,48,44,57,48,56,74,25,0,1
2024-04-30,77567.0,43706.833333333336,24,18,20,33,75,60,42,48,39,87,49,36,44,57,77,39,49,25,61,54,56,30,60,27,59,43,73,46,72,44,60,37,34,49,44,57,49,56,73,23,0,1
2024-05-31,77819.0,37139.0,23,19,20,32,78,58,43,49,43,88,48,38,45,56,75,40,48,24,59,55,56,26,60,29,58,39,73,44,73,45,58,35,32,48,45,56,48,56,73,24,0,1
2024-06-30,78824.16666666667,39850.0,24,18,22,38,80,57,47,51,42,91,52,38,49,60,78,43,49,26,62,52,62,32,65,29,64,45,79,47,74,49,57,37,33,52,49,60,49,62,79,25,0,1
2024-07-31,80854.0,44325.0,25,18,19,39,78,63,46,50,45,86,50,38,44,59,77,40,47,24,62,52,57,30,61,28,66,43,81,47,71,44,63,35,33,50,44,59,47,57,81,25,0,1
2024-08-31,79422.0,43588.0,24,18,20,48,79,63,52,50,40,91,49,37,45,58,72,38,50,25,59,53,57,30,60,27,64,40,76,46,71,45,63,31,32,49,45,58,50,57,76,25,0,1
2024-09-30,74009.0,44081.0,25,19,19,45,89,64,47,46,39,89,51,35,46,58,72,38,50,24,71,48,55,28,55,28,61,40,76,46,67,46,64,33,41,51,46,58,50,55,76,25,0,1
2024-10-31,81785.0,47924.0,26,18,19,47,88,65,48,45,40,85,51,34,47,60,70,41,48,26,64,57,54,32,62,30,67,44,78,47,69,47,65,34,36,51,47,60,48,54,78,24,0,1
2024-11-30,80388.0,48585.0,26,20,20,43,82,63,48,45,38,84,49,32,45,58,70,40,49,26,62,57,52,29,58,29,66,42,76,46,65,45,63,34,53,49,45,58,49,52,76,23,0,1
2024-12-31,73373.0,41273.0,27,18,20,38,83,66,52,51,37,83,51,29,48,64,73,37,49,27,63,59,56,30,60,29,71,44,78,48,67,48,66,46,35,51,48,64,49,56,78,26,0,1
2025-01-31,78604.0,46398.0,27,18,21,48,88,70,52,51,37,90,49,36,48,61,77,40,51,29,65,57,56,29,62,29,71,45,86,49,73,48,70,47,36,49,48,61,51,56,86,27,0,1
2025-02-28,75282.0,47978.0,26,18,22,46,89,67,47,46,37,86,47,32,44,58,72,39,49,26,67,56,50,28,58,29,62,43,79,47,66,44,67,43,39,47,44,58,49,50,79,26,0,1
2025-03-31,77797.0,49460.0,25,16,20,54,87,61,47,44,37,79,49,33,45,59,69,38,51,26,65,57,54,29,57,26,65,41,79,47,63,45,61,40,36,49,45,59,51,54,79,26,0,1
2025-04-30,75404.0,42401.0,25,17,20,58,86,62,47,41,38,87,53,31,45,61,64,36,51,27,66,56,55,30,58,27,62,40,81,46,62,45,62,34,45,53,45,61,51,55,81,26,0,1
